state,year,death_type,deaths_count,mean_age
PENNSYLVANIA,1969,"ILLNESS, HEART RELATED",6,38.833333333333336
PENNSYLVANIA,1969,"ILLNESS, INFECTIOUS DISEASE",14,28.785714285714285
PENNSYLVANIA,1969,"ILLNESS, STROKE",1,19.0
PENNSYLVANIA,1969,KILLED IN ACTION,32,23.3125
PENNSYLVANIA,1969,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",2,34.0
PENNSYLVANIA,1969,"KILLED IN ACTION, AIRCRAFT CRASH -- PASSENGER (MC)",1,36.0
PENNSYLVANIA,1969,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",37,20.783783783783782
PENNSYLVANIA,1969,"KILLED IN ACTION, BURNS/SMOKE INHALATION",6,20.833333333333332
PENNSYLVANIA,1969,"KILLED IN ACTION, DROWNING",1,19.0
PENNSYLVANIA,1969,"KILLED IN ACTION, EXPLOSIVE DEVICE",55,20.818181818181817
PENNSYLVANIA,1969,"KILLED IN ACTION, GRENADE",74,20.77027027027027
PENNSYLVANIA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",19,22.105263157894736
PENNSYLVANIA,1969,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",13,25.0
PENNSYLVANIA,1969,"KILLED IN ACTION, SMALL ARMS FIRE",159,20.968553459119498
PENNSYLVANIA,1969,"PRESUMED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING, MSG",1,26.0
PENNSYLVANIA,1969,"PRESUMED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING, MSG",1,24.0
PENNSYLVANIA,1969,SELF-INFLICTED,2,21.0
PENNSYLVANIA,1969,TOTAL,574,22.264808362369337
PENNSYLVANIA,1970,ACCIDENT,1,21.0
PENNSYLVANIA,1970,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",3,23.333333333333332
PENNSYLVANIA,1970,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,23.0
PENNSYLVANIA,1970,"ACCIDENT, BURNS/SMOKE INHALATION",1,20.0
PENNSYLVANIA,1970,"ACCIDENT, DROWNING",11,24.09090909090909
PENNSYLVANIA,1970,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",8,24.875
PENNSYLVANIA,1970,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",8,29.875
PENNSYLVANIA,1970,"ACCIDENT, OTHER ACCIDENT",35,21.142857142857142
PENNSYLVANIA,1970,"ACCIDENT, VEHICLE CRASH (MC)",10,22.5
PENNSYLVANIA,1970,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",11,21.636363636363637
PENNSYLVANIA,1970,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,21.75
PENNSYLVANIA,1970,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,34.0
PENNSYLVANIA,1970,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",6,20.166666666666668
PENNSYLVANIA,1970,HOMICIDE,4,28.0
PENNSYLVANIA,1970,"ILLNESS, HEART RELATED",1,48.0
PENNSYLVANIA,1970,"ILLNESS, INFECTIOUS DISEASE",4,24.75
PENNSYLVANIA,1970,KILLED IN ACTION,18,22.11111111111111
PENNSYLVANIA,1970,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",12,22.25
PENNSYLVANIA,1970,"KILLED IN ACTION, DROWNING",1,22.0
PENNSYLVANIA,1970,"KILLED IN ACTION, EXPLOSIVE DEVICE",31,20.967741935483872
PENNSYLVANIA,1970,"KILLED IN ACTION, GRENADE",34,21.764705882352942
PENNSYLVANIA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",11,21.727272727272727
PENNSYLVANIA,1970,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",9,22.22222222222222
PENNSYLVANIA,1970,"KILLED IN ACTION, SMALL ARMS FIRE",64,21.046875
PENNSYLVANIA,1970,"KILLED IN ACTION, VEHICLE CRASH (MC)",2,21.0
PENNSYLVANIA,1970,"PRESUMED DEAD, DROWNING, MISSING, MSG",3,19.666666666666668
PENNSYLVANIA,1970,SELF-INFLICTED,5,24.0
PENNSYLVANIA,1970,TOTAL,299,22.157190635451506
PENNSYLVANIA,1971,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,23.0
PENNSYLVANIA,1971,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",2,31.5
PENNSYLVANIA,1971,"ACCIDENT, DROWNING",1,21.0
PENNSYLVANIA,1971,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",13,23.153846153846153
PENNSYLVANIA,1971,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",6,24.0
PENNSYLVANIA,1971,"ACCIDENT, OTHER ACCIDENT",14,21.357142857142858
PENNSYLVANIA,1971,"ACCIDENT, VEHICLE CRASH (MC)",4,27.25
PENNSYLVANIA,1971,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,24.0
PENNSYLVANIA,1971,"DECLARED DEAD, HELICOPTER CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,20.0
PENNSYLVANIA,1971,"DECLARED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING IN ACTION, MIA",1,23.0
PENNSYLVANIA,1971,"DECLARED DEAD, MISSING IN ACTION, MIA",1,23.0
PENNSYLVANIA,1971,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",5,20.8
PENNSYLVANIA,1971,"ILLNESS, HEART RELATED",1,39.0
PENNSYLVANIA,1971,"ILLNESS, INFECTIOUS DISEASE",1,21.0
PENNSYLVANIA,1971,KILLED IN ACTION,7,23.428571428571427
PENNSYLVANIA,1971,"KILLED IN ACTION, AIRCRAFT CRASH -- PASSENGER (MC)",1,33.0
PENNSYLVANIA,1971,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",3,20.666666666666668
PENNSYLVANIA,1971,"KILLED IN ACTION, EXPLOSIVE DEVICE",15,22.2
PENNSYLVANIA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",6,23.666666666666668
PENNSYLVANIA,1971,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",3,21.666666666666668
PENNSYLVANIA,1971,"KILLED IN ACTION, SMALL ARMS FIRE",13,20.46153846153846
PENNSYLVANIA,1971,SELF-INFLICTED,2,23.5
PENNSYLVANIA,1971,TOTAL,102,22.80392156862745
PENNSYLVANIA,1972,"ACCIDENT, AIRCRAFT CRASH -- CREW (MC)",1,26.0
PENNSYLVANIA,1972,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,24.0
PENNSYLVANIA,1972,"ACCIDENT, DROWNING",1,20.0
PENNSYLVANIA,1972,"ACCIDENT, HELICOPTER CRASH -- CREW (MC)",3,23.333333333333332
PENNSYLVANIA,1972,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",5,24.4
PENNSYLVANIA,1972,"ACCIDENT, OTHER ACCIDENT",3,29.0
PENNSYLVANIA,1972,"ACCIDENT, VEHICLE CRASH (MC)",1,24.0
PENNSYLVANIA,1972,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",3,36.333333333333336
PENNSYLVANIA,1972,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
PENNSYLVANIA,1972,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,23.0
PENNSYLVANIA,1972,"DIED OF WOUNDS, HELICOPTER CRASH -- CREW (MC), WOUNDED IN ACTION (VERY SERIOUS), WIA",1,25.0
PENNSYLVANIA,1972,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,21.0
PENNSYLVANIA,1972,"ILLNESS, STROKE",1,29.0
PENNSYLVANIA,1972,KILLED IN ACTION,9,27.333333333333332
PENNSYLVANIA,1972,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,26.0
PENNSYLVANIA,1972,"KILLED IN ACTION, AIRCRAFT CRASH -- PASSENGER (MC)",1,27.0
PENNSYLVANIA,1972,"KILLED IN ACTION, SMALL ARMS FIRE",1,25.0
PENNSYLVANIA,1972,SELF-INFLICTED,1,29.0
PENNSYLVANIA,1972,TOTAL,36,26.47222222222222
PENNSYLVANIA,1973,ACCIDENT,1,28.0
PENNSYLVANIA,1973,"ACCIDENT, DROWNING",1,19.0
PENNSYLVANIA,1973,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,23.0
PENNSYLVANIA,1973,KILLED IN ACTION,1,24.0
PENNSYLVANIA,1973,TOTAL,4,23.5
PENNSYLVANIA,1974,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), CAPTURED, POW",1,41.0
PENNSYLVANIA,1974,TOTAL,1,41.0
PENNSYLVANIA,1975,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",3,24.333333333333332
PENNSYLVANIA,1975,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",2,24.5
PENNSYLVANIA,1975,TOTAL,5,24.4
PENNSYLVANIA,1977,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,49.0
PENNSYLVANIA,1977,TOTAL,1,49.0
PENNSYLVANIA,1978,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,36.0
PENNSYLVANIA,1978,TOTAL,1,36.0
PENNSYLVANIA,1979,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,31.0
PENNSYLVANIA,1979,TOTAL,1,31.0
PENNSYLVANIA,1984,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,43.0
PENNSYLVANIA,1984,TOTAL,1,43.0
PENNSYLVANIA,1985,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), CAPTURED, POW",1,42.0
PENNSYLVANIA,1985,TOTAL,1,42.0
PENNSYLVANIA,1986,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), CAPTURED, POW",1,44.0
PENNSYLVANIA,1986,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,44.0
PENNSYLVANIA,1986,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,37.0
PENNSYLVANIA,1986,TOTAL,3,41.666666666666664
PENNSYLVANIA,1988,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",2,49.5
PENNSYLVANIA,1988,"DECLARED DEAD, CAPTURED, POW",1,46.0
PENNSYLVANIA,1988,TOTAL,3,48.333333333333336
PENNSYLVANIA,1989,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,42.0
PENNSYLVANIA,1989,"DECLARED DEAD, SMALL ARMS FIRE, CAPTURED, POW",1,46.0
PENNSYLVANIA,1989,TOTAL,2,44.0
PENNSYLVANIA,1990,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,42.0
PENNSYLVANIA,1990,KILLED IN ACTION,1,41.0
PENNSYLVANIA,1990,TOTAL,2,41.5
PENNSYLVANIA,1991,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,50.0
PENNSYLVANIA,1991,TOTAL,1,50.0
PENNSYLVANIA,1994,KILLED IN ACTION,1,49.0
PENNSYLVANIA,1994,TOTAL,1,49.0
PENNSYLVANIA,1995,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,65.0
PENNSYLVANIA,1995,TOTAL,1,65.0
PENNSYLVANIA,1996,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,60.0
PENNSYLVANIA,1996,TOTAL,1,60.0
PENNSYLVANIA,1997,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,63.0
PENNSYLVANIA,1997,TOTAL,1,63.0
PENNSYLVANIA,1999,"DECLARED DEAD, CAPTURED, POW",72,54.0
PENNSYLVANIA,1999,"DECLARED DEAD, MISSING IN ACTION, MIA",5,72.0
PENNSYLVANIA,1999,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,52.0
PENNSYLVANIA,1999,TOTAL,78,66.57142857142857
PENNSYLVANIA,2000,"DECLARED DEAD, CAPTURED, POW",6,
PENNSYLVANIA,2000,TOTAL,6,
PENNSYLVANIA,2001,"ACCIDENT, DROWNING",1,52.0
PENNSYLVANIA,2001,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",3,67.33333333333333
PENNSYLVANIA,2001,"DECLARED DEAD, HELICOPTER CRASH -- PASSENGER (MC), MISSING IN ACTION, MIA",1,50.0
PENNSYLVANIA,2001,KILLED IN ACTION,4,53.5
PENNSYLVANIA,2001,TOTAL,9,57.55555555555556
PENNSYLVANIA,2002,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,69.0
PENNSYLVANIA,2002,"DECLARED DEAD, MISSING IN ACTION, MIA",1,79.0
PENNSYLVANIA,2002,TOTAL,2,74.0
PENNSYLVANIA,2003,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,67.0
PENNSYLVANIA,2003,"DECLARED DEAD, MISSING IN ACTION, MIA",1,
PENNSYLVANIA,2003,TOTAL,2,67.0
PENNSYLVANIA,2004,"KILLED IN ACTION, AIRCRAFT CRASH -- CREW (MC)",1,67.0
PENNSYLVANIA,2004,TOTAL,1,67.0
PENNSYLVANIA,2007,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,66.0
PENNSYLVANIA,2007,TOTAL,1,66.0
PUERTO RICO,1950,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,
PUERTO RICO,1950,KILLED IN ACTION,34,26.0
PUERTO RICO,1950,TOTAL,38,26.0
PUERTO RICO,1951,ACCIDENT,8,
PUERTO RICO,1951,"DECLARED DEAD, CAPTURED, POW",2,31.0
PUERTO RICO,1951,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",31,
PUERTO RICO,1951,KILLED IN ACTION,220,
PUERTO RICO,1951,TOTAL,261,31.0
PUERTO RICO,1952,ACCIDENT,19,19.0
PUERTO RICO,1952,"DECLARED DEAD, MISSING IN ACTION, MIA",2,21.0
PUERTO RICO,1952,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",15,
PUERTO RICO,1952,KILLED IN ACTION,193,21.545454545454547
PUERTO RICO,1952,TOTAL,229,21.4
PUERTO RICO,1953,ACCIDENT,7,21.0
PUERTO RICO,1953,"DECLARED DEAD, MISSING IN ACTION, MIA",111,24.153846153846153
PUERTO RICO,1953,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",8,20.0
PUERTO RICO,1953,KILLED IN ACTION,92,22.5
PUERTO RICO,1953,TOTAL,218,23.19047619047619
PUERTO RICO,1954,"DECLARED DEAD, CAPTURED, POW",1,
PUERTO RICO,1954,"DECLARED DEAD, MISSING IN ACTION, MIA",14,23.75
PUERTO RICO,1954,TOTAL,15,23.75
PUERTO RICO,1965,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,35.0
PUERTO RICO,1965,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,24.0
PUERTO RICO,1965,"ILLNESS, INFECTIOUS DISEASE",1,38.0
PUERTO RICO,1965,"KILLED IN ACTION, GRENADE",4,22.75
PUERTO RICO,1965,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,25.0
PUERTO RICO,1965,"KILLED IN ACTION, SMALL ARMS FIRE",7,23.857142857142858
PUERTO RICO,1965,TOTAL,15,25.333333333333332
PUERTO RICO,1966,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",2,40.5
PUERTO RICO,1966,"ACCIDENT, OTHER ACCIDENT",2,21.0
PUERTO RICO,1966,"ACCIDENT, VEHICLE CRASH (MC)",2,20.5
PUERTO RICO,1966,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,26.25
PUERTO RICO,1966,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
PUERTO RICO,1966,KILLED IN ACTION,1,22.0
PUERTO RICO,1966,"KILLED IN ACTION, DROWNING",1,18.0
PUERTO RICO,1966,"KILLED IN ACTION, EXPLOSIVE DEVICE",2,28.5
PUERTO RICO,1966,"KILLED IN ACTION, GRENADE",9,26.11111111111111
PUERTO RICO,1966,"KILLED IN ACTION, SMALL ARMS FIRE",26,24.0
PUERTO RICO,1966,SELF-INFLICTED,4,27.5
PUERTO RICO,1966,TOTAL,54,25.09259259259259
PUERTO RICO,1967,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,31.0
PUERTO RICO,1967,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",2,39.5
PUERTO RICO,1967,"ACCIDENT, OTHER ACCIDENT",3,20.666666666666668
PUERTO RICO,1967,"ACCIDENT, VEHICLE CRASH (MC)",1,25.0
PUERTO RICO,1967,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,25.25
PUERTO RICO,1967,"ILLNESS, INFECTIOUS DISEASE",1,35.0
PUERTO RICO,1967,KILLED IN ACTION,6,24.666666666666668
PUERTO RICO,1967,"KILLED IN ACTION, DROWNING",1,19.0
PUERTO RICO,1967,"KILLED IN ACTION, EXPLOSIVE DEVICE",2,39.0
PUERTO RICO,1967,"KILLED IN ACTION, GRENADE",11,26.272727272727273
PUERTO RICO,1967,"KILLED IN ACTION, SMALL ARMS FIRE",19,22.789473684210527
PUERTO RICO,1967,TOTAL,51,25.49019607843137
PUERTO RICO,1968,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,21.0
PUERTO RICO,1968,"ACCIDENT, DROWNING",2,21.5
PUERTO RICO,1968,"ACCIDENT, OTHER ACCIDENT",7,23.142857142857142
PUERTO RICO,1968,"ACCIDENT, VEHICLE CRASH (MC)",3,26.0
PUERTO RICO,1968,"DECLARED DEAD, MISSING IN ACTION, MIA",1,21.0
PUERTO RICO,1968,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",4,29.75
PUERTO RICO,1968,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,24.0
PUERTO RICO,1968,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,20.0
PUERTO RICO,1968,"DIED OF WOUNDS, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,20.0
PUERTO RICO,1968,HOMICIDE,1,25.0
PUERTO RICO,1968,"ILLNESS, INFECTIOUS DISEASE",1,22.0
PUERTO RICO,1968,KILLED IN ACTION,4,24.5
PUERTO RICO,1968,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",8,21.75
PUERTO RICO,1968,"KILLED IN ACTION, DROWNING",1,23.0
PUERTO RICO,1968,"KILLED IN ACTION, EXPLOSIVE DEVICE",7,26.142857142857142
PUERTO RICO,1968,"KILLED IN ACTION, GRENADE",15,22.466666666666665
PUERTO RICO,1968,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",1,24.0
PUERTO RICO,1968,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,20.0
PUERTO RICO,1968,"KILLED IN ACTION, SMALL ARMS FIRE",32,23.96875
PUERTO RICO,1968,TOTAL,95,23.673684210526314
PUERTO RICO,1969,"ACCIDENT, BURNS/SMOKE INHALATION",1,34.0
PUERTO RICO,1969,"ACCIDENT, DROWNING",1,19.0
PUERTO RICO,1969,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",2,20.0
PUERTO RICO,1969,"ACCIDENT, OTHER ACCIDENT",7,28.571428571428573
PUERTO RICO,1969,"ACCIDENT, VEHICLE CRASH (MC)",2,23.0
PUERTO RICO,1969,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,20.5
PUERTO RICO,1969,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,20.0
PUERTO RICO,1969,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",3,25.666666666666668
PUERTO RICO,1969,"ILLNESS, HEART RELATED",2,30.0
PUERTO RICO,1969,KILLED IN ACTION,2,19.5
PUERTO RICO,1969,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",3,20.333333333333332
PUERTO RICO,1969,"KILLED IN ACTION, BURNS/SMOKE INHALATION",1,20.0
PUERTO RICO,1969,"KILLED IN ACTION, EXPLOSIVE DEVICE",7,20.857142857142858
PUERTO RICO,1969,"KILLED IN ACTION, GRENADE",15,23.6
PUERTO RICO,1969,"KILLED IN ACTION, HELICOPTER CRASH -- CREW (MC)",2,20.5
PUERTO RICO,1969,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,30.0
PUERTO RICO,1969,"KILLED IN ACTION, SMALL ARMS FIRE",15,21.933333333333334
PUERTO RICO,1969,SELF-INFLICTED,2,20.5
PUERTO RICO,1969,TOTAL,71,23.070422535211268
PUERTO RICO,1970,"ACCIDENT, OTHER ACCIDENT",7,20.0
PUERTO RICO,1970,"DIED OF WOUNDS, ARTILLERY/MORTAR/ROCKET, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,23.0
PUERTO RICO,1970,"DIED OF WOUNDS, GRENADE, WOUNDED IN ACTION (VERY SERIOUS), WIA",2,21.0
PUERTO RICO,1970,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,22.0
PUERTO RICO,1970,HOMICIDE,1,21.0
PUERTO RICO,1970,KILLED IN ACTION,7,23.857142857142858
PUERTO RICO,1970,"KILLED IN ACTION, ARTILLERY/MORTAR/ROCKET",1,21.0
PUERTO RICO,1970,"KILLED IN ACTION, EXPLOSIVE DEVICE",3,20.666666666666668
PUERTO RICO,1970,"KILLED IN ACTION, GRENADE",2,23.5
PUERTO RICO,1970,"KILLED IN ACTION, HELICOPTER CRASH -- PASSENGER (MC)",1,36.0
PUERTO RICO,1970,"KILLED IN ACTION, SMALL ARMS FIRE",10,28.4
PUERTO RICO,1970,TOTAL,36,24.02777777777778
PUERTO RICO,1971,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",1,22.0
PUERTO RICO,1971,"ACCIDENT, OTHER ACCIDENT",5,21.4
PUERTO RICO,1971,"ACCIDENT, VEHICLE CRASH (MC)",2,22.0
PUERTO RICO,1971,"DIED OF WOUNDS, SMALL ARMS FIRE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,19.0
PUERTO RICO,1971,"ILLNESS, INFECTIOUS DISEASE",2,28.0
PUERTO RICO,1971,KILLED IN ACTION,1,20.0
PUERTO RICO,1971,"KILLED IN ACTION, EXPLOSIVE DEVICE",2,20.0
PUERTO RICO,1971,"KILLED IN ACTION, SMALL ARMS FIRE",3,25.333333333333332
PUERTO RICO,1971,TOTAL,17,22.58823529411765
PUERTO RICO,1972,"ACCIDENT, AIRCRAFT CRASH -- PASSENGER (MC)",1,37.0
PUERTO RICO,1972,"ACCIDENT, HELICOPTER CRASH -- PASSENGER (MC)",2,20.0
PUERTO RICO,1972,"DIED OF WOUNDS, EXPLOSIVE DEVICE, WOUNDED IN ACTION (VERY SERIOUS), WIA",1,35.0
PUERTO RICO,1972,TOTAL,4,28.0
PUERTO RICO,1989,"DECLARED DEAD, CAPTURED, POW",1,57.0
PUERTO RICO,1989,TOTAL,1,57.0
PUERTO RICO,1996,"DECLARED DEAD, AIRCRAFT CRASH -- CREW (MC), MISSING IN ACTION, MIA",1,54.0
PUERTO RICO,1996,TOTAL,1,54.0
PUERTO RICO,1999,"DECLARED DEAD, CAPTURED, POW",1,
PUERTO RICO,1999,"DECLARED DEAD, MISSING IN ACTION, MIA",2,
PUERTO RICO,1999,TOTAL,3,
Palau,2011,Hostile - hostile fire,1,22.0
Palau,2011,TOTAL,1,22.0
Pennsylvania,2003,Hostile - friendly fire,1,20.0
Pennsylvania,2003,Hostile - helicopter crash (missile attack),1,33.0
Pennsylvania,2003,Hostile - hostile fire,2,33.0
Pennsylvania,2003,Hostile - hostile fire - IED attack,8,27.125
Pennsylvania,2003,Hostile - hostile fire - RPG attack,1,24.0
Pennsylvania,2003,Hostile - hostile fire - ambush,2,27.5
Pennsylvania,2003,Hostile - hostile fire - bomb,1,23.0
Pennsylvania,2003,Hostile - vehicle accident,2,38.5
Pennsylvania,2003,Non-Hostile - Illness,2,40.5
Pennsylvania,2003,Non-hostile - electrocution,1,28.0
Pennsylvania,2003,Non-hostile - homicide,1,27.0
Pennsylvania,2003,Non-hostile - illness - heat related,1,26.0
Pennsylvania,2003,Non-hostile - self-inflicted gunshot,1,19.0
Pennsylvania,2003,Non-hostile - unspecified injury,1,24.0
Pennsylvania,2003,Non-hostile - vehicle accident,4,27.25
Pennsylvania,2003,Non-hostile - weapon discharge,1,22.0
Pennsylvania,2003,Non-hostile - weapon discharge (suicide),1,20.0
Pennsylvania,2003,TOTAL,31,28.096774193548388
Pennsylvania,2004,Hostile - helicopter shot down,1,26.0
Pennsylvania,2004,Hostile - hostile fire,6,26.333333333333332
Pennsylvania,2004,Hostile - hostile fire - IED attack,11,22.363636363636363
Pennsylvania,2004,Hostile - hostile fire - ambush,1,21.0
Pennsylvania,2004,Hostile - hostile fire - car bomb,3,24.333333333333332
Pennsylvania,2004,Hostile - hostile fire - explosion,1,30.0
Pennsylvania,2004,Hostile - hostile fire - grenade,1,22.0
Pennsylvania,2004,Hostile - hostile fire - mortar attack,3,20.666666666666668
Pennsylvania,2004,Hostile - hostile fire - rocket attack,1,24.0
Pennsylvania,2004,Hostile - hostile fire - small arms fire,1,21.0
Pennsylvania,2004,Hostile - hostile fire - sniper fire,1,19.0
Pennsylvania,2004,Hostile - hostile fire - suicide bomber,1,30.0
Pennsylvania,2004,Hostile - hostile fire - suicide car bomb,1,44.0
Pennsylvania,2004,Non-hostile - illness - died in sleep,1,51.0
Pennsylvania,2004,Non-hostile - illness - heart attack,1,22.0
Pennsylvania,2004,Non-hostile - vehicle accident,3,26.333333333333332
Pennsylvania,2004,Non-hostile - weapon discharge,1,20.0
Pennsylvania,2004,TOTAL,38,24.94736842105263
Pennsylvania,2005,Hostile - fall from helicopter,1,30.0
Pennsylvania,2005,Hostile - hostile fire,4,27.25
Pennsylvania,2005,Hostile - hostile fire - IED attack,23,25.217391304347824
Pennsylvania,2005,Hostile - hostile fire - RPG attack,1,24.0
Pennsylvania,2005,Hostile - hostile fire - car bomb,1,22.0
Pennsylvania,2005,Hostile - hostile fire - grenade attack,1,39.0
